x_cg_full_m,x_cg_empty_m,x_cp_m,SM_full_calibers,SM_empty_calibers,body_diameter_m,body_length_m,water_fill_fraction,P0_Pa
0.0685814260061481,0.2,0.208324375762784,1.33088523577748,0.0792797691693709,0.105,0.32,0.35,501325
