Filename,Name,Type,Has_X,Has_Y,Has_Alpha,Has_CL,Error
e635.dat,EPPLER 635 AIRFOIL,coordinates,Yes,Yes,No,No,
e636.dat,EPPLER 636 AIRFOIL,coordinates,Yes,Yes,No,No,
e637.dat,EPPLER 637 AIRFOIL,coordinates,Yes,Yes,No,No,
e638.dat,EPPLER 638 AIRFOIL,coordinates,Yes,Yes,No,No,
e639.dat,EPPLER 639 AIRFOIL,coordinates,Yes,Yes,No,No,
e64.dat,E64  (8.45%),coordinates,Yes,Yes,No,No,
e642.dat,EPPLER 642 AIRFOIL,coordinates,Yes,Yes,No,No,
e654.dat,EPPLER 654 AIRFOIL,coordinates,Yes,Yes,No,No,
e655.dat,EPPLER 655 AIRFOIL,coordinates,Yes,Yes,No,No,
e656.dat,EPPLER 656 AIRFOIL,coordinates,Yes,Yes,No,No,
e657.dat,EPPLER 657 AIRFOIL,coordinates,Yes,Yes,No,No,
e66.dat,EPPLER 66 AIRFOIL,coordinates,Yes,Yes,No,No,
e662.dat,EPPLER E662 AIRFOIL,coordinates,Yes,Yes,No,No,
e664.dat,EPPLER 664 AIRFOIL,coordinates,Yes,Yes,No,No,
e664ex.dat,EPPLER 664 (EXTENDED) AIRFOIL,coordinates,Yes,Yes,No,No,
e668.dat,EPPLER 668 AIRFOIL,coordinates,Yes,Yes,No,No,
e67.dat,EPPLER 67 AIRFOIL,coordinates,Yes,Yes,No,No,
e678.dat,EPPLER 678 AIRFOIL,coordinates,Yes,Yes,No,No,
e68.dat,EPPLER 68 AIRFOIL,coordinates,Yes,Yes,No,No,
e682.dat,EPPLER 682 AIRFOIL,coordinates,Yes,Yes,No,No,
e694.dat,EPPLER 694 AIRFOIL,coordinates,Yes,Yes,No,No,
e71.dat,E71  (5.15%),coordinates,Yes,Yes,No,No,
e715.dat,EPPLER 715 AIRFOIL,coordinates,Yes,Yes,No,No,
e748.dat,EPPLER 748 AIRFOIL,coordinates,Yes,Yes,No,No,
e793.dat,EPPLER 793 AIRFOIL,coordinates,Yes,Yes,No,No,
e817.dat,EPPLER 817 HYDROFOIL AIRFOIL,coordinates,Yes,Yes,No,No,
e818.dat,EPPLER 818 HYDROFOIL AIRFOIL,coordinates,Yes,Yes,No,No,
e836.dat,EPPLER E836 HYDROFOIL AIRFOIL,coordinates,Yes,Yes,No,No,
e837.dat,EPPLER E837 HYDROFOIL AIRFOIL,coordinates,Yes,Yes,No,No,
e838.dat,EPPLER E838 HYDROFOIL AIRFOIL,coordinates,Yes,Yes,No,No,
e850.dat,EPPLER E850 AIRFOIL,coordinates,Yes,Yes,No,No,
e851.dat,EPPLER E851 AIRFOIL,coordinates,Yes,Yes,No,No,
e852.dat,EPPLER E852 AIRFOIL,coordinates,Yes,Yes,No,No,
e853.dat,EPPLER E853 AIRFOIL,coordinates,Yes,Yes,No,No,
e854.dat,EPPLER E854 AIRFOIL,coordinates,Yes,Yes,No,No,
e855.dat,EPPLER 855 AIRFOIL,coordinates,Yes,Yes,No,No,
e856.dat,EPPLER 856 AIRFOIL,coordinates,Yes,Yes,No,No,
e857.dat,EPPLER 857 AIRFOIL,coordinates,Yes,Yes,No,No,
e858.dat,EPPLER 858 AIRFOIL,coordinates,Yes,Yes,No,No,
e862.dat,EPPLER 862 STRUT AIRFOIL,coordinates,Yes,Yes,No,No,
e863.dat,EPPLER 863 STRUT AIRFOIL,coordinates,Yes,Yes,No,No,
e864.dat,EPPLER 864 STRUT AIRFOIL,coordinates,Yes,Yes,No,No,
e874.dat,EPPLER 874 HYDROFOIL AIRFOIL,coordinates,Yes,Yes,No,No,
e904.dat,EPPLER 904 AIRFOIL,coordinates,Yes,Yes,No,No,
e908.dat,EPPLER 908 AIRFOIL,coordinates,Yes,Yes,No,No,
ea61009.dat,EPPLER EA 6(-1)-009 AIRFOIL,coordinates,Yes,Yes,No,No,
ea61012.dat,EPPLER EA 6(-1)-012 AIRFOIL,coordinates,Yes,Yes,No,No,
ea81006.dat,EPPLER EA 8(-1)-006 AIRFOIL,coordinates,Yes,Yes,No,No,
ebambino7.dat,E. Bambino,coordinates,Yes,Yes,No,No,
ec863914.dat,EPPLER EC 86(-3)-914 AIRFOIL,coordinates,Yes,Yes,No,No,
eh0009.dat,EH 0.0/9.0,coordinates,Yes,Yes,No,No,
eh1070.dat,Eh 1.0/7.0,coordinates,Yes,Yes,No,No,
eh1090.dat,EH 1.0/9.0,coordinates,Yes,Yes,No,No,
eh1590.dat,EH 1.5/9.0,coordinates,Yes,Yes,No,No,
eh2010.dat,EH 2.0/10,coordinates,Yes,Yes,No,No,
eh2012.dat,EH 2.0/12,coordinates,Yes,Yes,No,No,
eh2070.dat,EH 2.0/7.0,coordinates,Yes,Yes,No,No,
eh2510.dat,EH 2.5/10,coordinates,Yes,Yes,No,No,
eh3012.dat,EH 3.0/12,coordinates,Yes,Yes,No,No,
eiffel10.dat,Eiffel 10 (Wright) - 1903 Wright Flyer airfoil,coordinates,Yes,Yes,No,No,
eiffel371.dat,Eiffel 371 (Monge),coordinates,Yes,Yes,No,No,
eiffel385.dat,Eiffel 385 (S.T. Ae),coordinates,Yes,Yes,No,No,
eiffel428.dat,Eiffel 428 (Bleriot),coordinates,Yes,Yes,No,No,
eiffel430.dat,Eiffel 430 (Lachassgne),coordinates,Yes,Yes,No,No,
esa40.dat,ESA40,coordinates,Yes,Yes,No,No,
falcon.dat,Falcon,coordinates,Yes,Yes,No,No,
fauvel.dat,FAUVEL 14% AIRFOIL,coordinates,Yes,Yes,No,No,
fg1.dat,Fage & Collins 1,coordinates,Yes,Yes,No,No,
fg2.dat,Fage & Collins 2,coordinates,Yes,Yes,No,No,
fg3.dat,Fage & Collins 3,coordinates,Yes,Yes,No,No,
fg4.dat,Fage & Collins 4,coordinates,Yes,Yes,No,No,
fx049915.dat,WORTMANN FX 049-915 AIRFOIL,coordinates,Yes,Yes,No,No,
fx05188.dat,WORTMANN FX 05-188 AIRFOIL,coordinates,Yes,Yes,No,No,
fx05191.dat,WORTMANN FX 05-191 AIRFOIL,coordinates,Yes,Yes,No,No,
fx057816.dat,WORTMANN FX 057-816,coordinates,Yes,Yes,No,No,
fx05h126.dat,WORTMANN FX 05-H-126 AIRFOIL,coordinates,Yes,Yes,No,No,
fx082512.dat,WORTMANN FX 082-512 AIRFOIL,coordinates,Yes,Yes,No,No,
fx08s176.dat,WORTMANN FX 08-S-176 AIRFOIL,coordinates,Yes,Yes,No,No,
fx2.dat,WORTMANN FX 2 AIRFOIL,coordinates,Yes,Yes,No,No,
fx3.dat,WORTMANN FX 3 AIRFOIL,coordinates,Yes,Yes,No,No,
fx38153.dat,FX 38-153 AIRFOIL,coordinates,Yes,Yes,No,No,
fx60100.dat,FX 60-100 AIRFOIL,coordinates,Yes,Yes,No,No,
fx601001.dat,FX 60-100 (126) AIRFOIL,coordinates,Yes,Yes,No,No,
fx60100sm.dat,FX60-100 10.0% smoothed,coordinates,Yes,Yes,No,No,
fx60126.dat,WORTMANN FX 60-126 AIRFOIL,coordinates,Yes,Yes,No,No,
fx601261.dat,FX 60-126/1 AIRFOIL,coordinates,Yes,Yes,No,No,
fx60157.dat,FX 60-157 AIRFOIL,coordinates,Yes,Yes,No,No,
fx60160.dat,FX 60-160 AIRFOIL,coordinates,Yes,Yes,No,No,
fx60177.dat,FX 60-177 AIRFOIL,coordinates,Yes,Yes,No,No,
fx61140.dat,FX 61-140 AIRFOIL,coordinates,Yes,Yes,No,No,
fx61147.dat,FX 61-147 AIRFOIL,coordinates,Yes,Yes,No,No,
fx61163.dat,FX 61-163 AIRFOIL,coordinates,Yes,Yes,No,No,
fx61168.dat,FX 61-168 AIRFOIL,coordinates,Yes,Yes,No,No,
fx61184.dat,FX 61-184 AIRFOIL,coordinates,Yes,Yes,No,No,
fx62k131.dat,WORTMANN FX 62-K-131 AIRFOIL,coordinates,Yes,Yes,No,No,
fx62k153.dat,FX 62-K-153/20 AIRFOIL,coordinates,Yes,Yes,No,No,
fx63100.dat,FX 63-100 AIRFOIL,coordinates,Yes,Yes,No,No,
fx63110.dat,FX 63-110 AIRFOIL,coordinates,Yes,Yes,No,No,
fx63120.dat,FX 63-120 AIRFOIL,coordinates,Yes,Yes,No,No,
fx63137.dat,WORTMANN FX 63-137 AIRFOIL,coordinates,Yes,Yes,No,No,
fx63137sm.dat,FX 63-137 13.7% smoothed,coordinates,Yes,Yes,No,No,
fx63143.dat,FX 63-143 AIRFOIL,coordinates,Yes,Yes,No,No,
fx63145.dat,FX 63-145 AIRFOIL,coordinates,Yes,Yes,No,No,
fx63147.dat,FX 63-147 AIRFOIL,coordinates,Yes,Yes,No,No,
fx63158.dat,FX 63-158 AIRFOIL,coordinates,Yes,Yes,No,No,
fx6617a2.dat,FX 66-17AII-182 AIRFOIL,coordinates,Yes,Yes,No,No,
fx6617ai.dat,WORTMANN FX 66-17AII-182 AIRFOIL (AS TESTED AT NASA),coordinates,Yes,Yes,No,No,
fx66182.dat,FX 66-182 AIRFOIL,coordinates,Yes,Yes,No,No,
fx66196v.dat,FX 66-S-196 V1 AIRFOIL,coordinates,Yes,Yes,No,No,
fx66a175.dat,WORTMANN FX 66-17A-175 AIRFOIL,coordinates,Yes,Yes,No,No,
fx66h60.dat,FX 66-H-60,coordinates,Yes,Yes,No,No,
fx66h80.dat,FX 66-H-80,coordinates,Yes,Yes,No,No,
fx66s161.dat,FX 66-S-161 AIRFOIL,coordinates,Yes,Yes,No,No,
fx66s171.dat,FX 66-S-171 AIRFOIL,coordinates,Yes,Yes,No,No,
fx66s196.dat,FX 66-S-196 AIRFOIL,coordinates,Yes,Yes,No,No,
fx67k150.dat,FX 67-K-150/17 AIRFOIL,coordinates,Yes,Yes,No,No,
fx67k170.dat,FX 67-K-170/17 AIRFOIL,coordinates,Yes,Yes,No,No,
fx68h120.dat,FX 68-H-120,coordinates,Yes,Yes,No,No,
fx69274.dat,FX 69-274,coordinates,Yes,Yes,No,No,
fx69h083.dat,BELL/WORTMANN FX 69-H-083 AIRFOIL,coordinates,Yes,Yes,No,No,
fx69h098.dat,BELL/WORTMANN FX 69-H-098 AIRFOIL,coordinates,Yes,Yes,No,No,
fx69pr281.dat,FX 69-PR-281,coordinates,Yes,Yes,No,No,
fx71089a.dat,WORTMANN FX 71-089A AIRFOIL,coordinates,Yes,Yes,No,No,
fx71120.dat,WORTMANN FX 71-120 AIRFOIL,coordinates,Yes,Yes,No,No,
fx711520.dat,FX 71-L-150/20 AIRFOIL,coordinates,Yes,Yes,No,No,
fx711525.dat,FX 71-L-150/25 AIRFOIL,coordinates,Yes,Yes,No,No,
fx711530.dat,FX 71-L-150/30 AIRFOIL,coordinates,Yes,Yes,No,No,
fx71l150.dat,FX 71-L-150/30 AIRFOIL,coordinates,Yes,Yes,No,No,
fx72150a.dat,WORTMANN FX 72-MS-150A AIRFOIL,coordinates,Yes,Yes,No,No,
fx72150b.dat,WORTMANN FX 72-MS-150B AIRFOIL,coordinates,Yes,Yes,No,No,
fx72ls160.dat,FX 72-LS-160,coordinates,Yes,Yes,No,No,
fx73170.dat,FX 73-170,coordinates,Yes,Yes,No,No,
fx73170a.dat,FX 73-170 A,coordinates,Yes,Yes,No,No,
fx73cl1152.dat,FX 73-CL1-152,coordinates,Yes,Yes,No,No,
fx73cl2152.dat,FX 73-CL2-152,coordinates,Yes,Yes,No,No,
fx73cl3152.dat,FX 73-CL3-152,coordinates,Yes,Yes,No,No,
fx73k170.dat,FX 73-K-170/22,coordinates,Yes,Yes,No,No,
fx74080.dat,FX 74-080,coordinates,Yes,Yes,No,No,
fx74130wp1.dat,FX 74-130 WP1,coordinates,Yes,Yes,No,No,
fx74130wp2.dat,74-130 WP2,coordinates,Yes,Yes,No,No,
fx74130wp2mod.dat,74-130 WP2 MOD,coordinates,Yes,Yes,No,No,
fx74cl5140.dat,FX74_CL5_140,coordinates,Yes,Yes,No,No,
fx74cl6140.dat,FX 74-CL6-140,coordinates,Yes,Yes,No,No,
fx74modsm.dat,FX 74-Cl5-140 MOD  (smoothed),coordinates,Yes,Yes,No,No,
fx75141.dat,FX 75-141,coordinates,Yes,Yes,No,No,
fx75193.dat,FX 75-193,coordinates,Yes,Yes,No,No,
fx75vg166.dat,FX 75-VG-166/22,coordinates,Yes,Yes,No,No,
fx76100.dat,FX 76-100,coordinates,Yes,Yes,No,No,
fx76120.dat,FX 76-120,coordinates,Yes,Yes,No,No,
fx76mp120.dat,FX 76-MP-120,coordinates,Yes,Yes,No,No,
fx76mp140.dat,FX 76-MP-140,coordinates,Yes,Yes,No,No,
fx76mp160.dat,FX 76-MP-160,coordinates,Yes,Yes,No,No,
fx77080.dat,FX 77-080,coordinates,Yes,Yes,No,No,
fx77w121.dat,FX 77-W-121,coordinates,Yes,Yes,No,No,
fx77w153.dat,WORTMANN FX 77-W-153 AIRFOIL,coordinates,Yes,Yes,No,No,
fx77w258.dat,WORTMANN FX 77-W-258 AIRFOIL,coordinates,Yes,Yes,No,No,
fx77w270.dat,FX 77-W-270,coordinates,Yes,Yes,No,No,
fx77w270s.dat,FX 77-W-270S,coordinates,Yes,Yes,No,No,
fx77w343.dat,WORTMANN FX 77-W-343 AIRFOIL,coordinates,Yes,Yes,No,No,
fx78k140.dat,FX 78-K-140/20,coordinates,Yes,Yes,No,No,
fx78k140a20.dat,FX 78-K-140 A/20,coordinates,Yes,Yes,No,No,
fx78k150.dat,FX 78-K-150/20,coordinates,Yes,Yes,No,No,
fx78k161.dat,FX 78-K-161,coordinates,Yes,Yes,No,No,
fx78pk188.dat,FX 78-PK-188/20,coordinates,Yes,Yes,No,No,
fx79k144.dat,WORTMANN FX 79-K-144/17 AIRFOIL,coordinates,Yes,Yes,No,No,
fx79l100.dat,FX 79-L-100,coordinates,Yes,Yes,No,No,
fx79l120.dat,FX 79-L-120,coordinates,Yes,Yes,No,No,
fx79w151a.dat,FX 79-W-151 A,coordinates,Yes,Yes,No,No,
fx79w470a.dat,FX 79-W-470A,coordinates,Yes,Yes,No,No,
fx79w660a.dat,FX 79-W-660A,coordinates,Yes,Yes,No,No,
fx80080.dat,FX 80-080,coordinates,Yes,Yes,No,No,
fx83w108.dat,FX 83-W-108,coordinates,Yes,Yes,No,No,
fx83w160.dat,FX 83-W-160,coordinates,Yes,Yes,No,No,
fx83w227.dat,FX 83-W-227,coordinates,Yes,Yes,No,No,
fx84w097.dat,FX 84-W-097,coordinates,Yes,Yes,No,No,
fx84w127.dat,FX 84-W-127,coordinates,Yes,Yes,No,No,
fx84w140.dat,FX 84-W-140,coordinates,Yes,Yes,No,No,
fx84w150.dat,FX 84-W-150,coordinates,Yes,Yes,No,No,
fx84w175.dat,FX 84-W-175,coordinates,Yes,Yes,No,No,
fx84w218.dat,FX 84-W-218,coordinates,Yes,Yes,No,No,
fxl142k.dat,FX LIII-142 K 25 AIRFOIL,coordinates,Yes,Yes,No,No,
fxlv152.dat,WORTMANN FX L V-152 AIRFOIL,coordinates,Yes,Yes,No,No,
fxm2.dat,WORTMANN FX M2 AIRFOIL,coordinates,Yes,Yes,No,No,
fxs02196.dat,FX S 02-196 AIRFOIL,coordinates,Yes,Yes,No,No,
fxs03182.dat,FX S 03-182 AIRFOIL,coordinates,Yes,Yes,No,No,
fxs21158.dat,FX S 02/1-158 AIRFOIL,coordinates,Yes,Yes,No,No,
geminism.dat,GEMINI (smoothed),coordinates,Yes,Yes,No,No,
giiia.dat,GIII BL0 AIRFOIL,coordinates,Yes,Yes,No,No,
giiib.dat,GIII BL45 AIRFOIL,coordinates,Yes,Yes,No,No,
giiic.dat,GIII BL75 AIRFOIL,coordinates,Yes,Yes,No,No,
giiid.dat,GIII BL86 AIRFOIL,coordinates,Yes,Yes,No,No,
giiie.dat,GIII BL126 AIRFOIL,coordinates,Yes,Yes,No,No,
giiif.dat,GIII BL145 AIRFOIL,coordinates,Yes,Yes,No,No,
giiig.dat,GIII BL167 AIRFOIL,coordinates,Yes,Yes,No,No,
giiih.dat,GIII BL207 AIRFOIL,coordinates,Yes,Yes,No,No,
giiii.dat,GIII BL288 AIRFOIL,coordinates,Yes,Yes,No,No,
giiij.dat,GIII BL332 AIRFOIL,coordinates,Yes,Yes,No,No,
giiik.dat,GIII BL369 AIRFOIL,coordinates,Yes,Yes,No,No,
giiil.dat,GIII BL387 AIRFOIL,coordinates,Yes,Yes,No,No,
giiim.dat,GIII BL430 AIRFOIL,coordinates,Yes,Yes,No,No,
giiin.dat,GIII BL450 AIRFOIL,coordinates,Yes,Yes,No,No,
glennmartin2.dat,Glenn Martin 2,coordinates,Yes,Yes,No,No,
glennmartin3.dat,Glenn Martin 3,coordinates,Yes,Yes,No,No,
glennmartin4.dat,Glenn Martin 4,coordinates,Yes,Yes,No,No,
gm15sm.dat,GM15 (smoothed),coordinates,Yes,Yes,No,No,
goe05k.dat,GOE 5K AIRFOIL,coordinates,Yes,Yes,No,No,
goe06k.dat,GOE 6K AIRFOIL,coordinates,Yes,Yes,No,No,
goe07k.dat,GOE 7K AIRFOIL,coordinates,Yes,Yes,No,No,
goe08k.dat,GOE 8K AIRFOIL,coordinates,Yes,Yes,No,No,
goe09k.dat,GOE 9K AIRFOIL,coordinates,Yes,Yes,No,No,
goe100.dat,GOE 100 (SOPWITH) AIRFOIL,coordinates,Yes,Yes,No,No,
goe101.dat,GOE 101 AIRFOIL,coordinates,Yes,Yes,No,No,
goe10k.dat,GOE 10K AIRFOIL,coordinates,Yes,Yes,No,No,
goe113.dat,GOE 113 AIRFOIL,coordinates,Yes,Yes,No,No,
goe114.dat,GOE 114 (MVA MK.1) AIRFOIL,coordinates,Yes,Yes,No,No,
goe115.dat,GOE 115 (MVA MK.2) AIRFOIL,coordinates,Yes,Yes,No,No,
goe116.dat,GOE 116 (MVA MK.3) AIRFOIL,coordinates,Yes,Yes,No,No,
goe117.dat,GOE 117 (MVA MK.4) AIRFOIL,coordinates,Yes,Yes,No,No,
goe118.dat,GOE 118 (MVA MK.7) AIRFOIL,coordinates,Yes,Yes,No,No,
goe11k.dat,GOE 11K AIRFOIL,coordinates,Yes,Yes,No,No,
goe121.dat,GOE 121 (MVA H.1) AIRFOIL,coordinates,Yes,Yes,No,No,
goe122.dat,GOE 122 (MVA H.2) AIRFOIL,coordinates,Yes,Yes,No,No,
goe123.dat,GOE 123 AIRFOIL,coordinates,Yes,Yes,No,No,
goe124.dat,GOE 124 (MVA H.4) AIRFOIL,coordinates,Yes,Yes,No,No,
goe12k.dat,GOE 12K AIRFOIL,coordinates,Yes,Yes,No,No,
goe133.dat,GOE 133 (MVA H.11) AIRFOIL,coordinates,Yes,Yes,No,No,
goe134.dat,GOE 134 (MVA H.12) AIRFOIL,coordinates,Yes,Yes,No,No,
goe137.dat,GOE 137 (MVA H.15) AIRFOIL,coordinates,Yes,Yes,No,No,
goe13k.dat,GOE 13K AIRFOIL,coordinates,Yes,Yes,No,No,
goe14.dat,GOE 14 AIRFOIL,coordinates,Yes,Yes,No,No,
goe140.dat,GOE 140 (MVA H.17) AIRFOIL,coordinates,Yes,Yes,No,No,
goe142.dat,GOE 142 (MVA H.19) AIRFOIL,coordinates,Yes,Yes,No,No,
goe143.dat,GOE 143 (MVA H.20) AIRFOIL,coordinates,Yes,Yes,No,No,
goe144.dat,GOE 144 (MVA H.21) AIRFOIL,coordinates,Yes,Yes,No,No,
goe147.dat,GOE 147 (MVA H.6) AIRFOIL,coordinates,Yes,Yes,No,No,
goe14k.dat,GOE 14K AIRFOIL,coordinates,Yes,Yes,No,No,
goe15.dat,GOE 15 AIRFOIL,coordinates,Yes,Yes,No,No,
goe155.dat,GOE 155 (SSW D.1) AIRFOIL,coordinates,Yes,Yes,No,No,
goe15k.dat,GOE 15K AIRFOIL,coordinates,Yes,Yes,No,No,
goe164.dat,GOE 164 (MVA MK.10) AIRFOIL,coordinates,Yes,Yes,No,No,
goe165.dat,GOE 165 (MVA MK.11) AIRFOIL,coordinates,Yes,Yes,No,No,
goe167.dat,GOE 167 (V.KARMAN PROP.2) AIRFOIL,coordinates,Yes,Yes,No,No,
goe16k.dat,GOE 16K AIRFOIL,coordinates,Yes,Yes,No,No,
goe173.dat,GOE 173 (ALBATROS 6020) AIRFOIL,coordinates,Yes,Yes,No,No,
goe174.dat,GOE 174 (ALBATROS 5020) AIRFOIL,coordinates,Yes,Yes,No,No,
goe176.dat,GOE 176 (ALBATROS 7020) AIRFOIL,coordinates,Yes,Yes,No,No,
goe177.dat,GOE 177 AIRFOIL,coordinates,Yes,Yes,No,No,
goe178.dat,GOE 178 AIRFOIL,coordinates,Yes,Yes,No,No,
goe180.dat,GOE 180 (MVA H.26) AIRFOIL,coordinates,Yes,Yes,No,No,
goe182.dat,GOE 182 (MVA H.27) AIRFOIL,coordinates,Yes,Yes,No,No,
goe184.dat,GOE 184 (MVA H.29) AIRFOIL,coordinates,Yes,Yes,No,No,
goe187.dat,GOE 187 (SCHUETTE-LANZ 2U10) AIRFOIL,coordinates,Yes,Yes,No,No,
goe188.dat,GOE 188 (SCHUETTE-LANZ 3U10) AIRFOIL,coordinates,Yes,Yes,No,No,
goe190.dat,GOE 190 (MVA MK.18) AIRFOIL,coordinates,Yes,Yes,No,No,
goe195.dat,GOE 195 AIRFOIL,coordinates,Yes,Yes,No,No,
goe198.dat,GOE 198 (L.F.G. 5294) AIRFOIL,coordinates,Yes,Yes,No,No,
goe199.dat,GOE 199 (L.F.G. 5406) AIRFOIL,coordinates,Yes,Yes,No,No,
goe207.dat,GOE 207 (AVIATIK V8) AIRFOIL,coordinates,Yes,Yes,No,No,
goe210.dat,GOE 210 (DAIMLER) AIRFOIL,coordinates,Yes,Yes,No,No,
goe217.dat,GOE 217 (MVA MK.12) AIRFOIL,coordinates,Yes,Yes,No,No,
goe222.dat,GOE 222 (MVA H.33) AIRFOIL,coordinates,Yes,Yes,No,No,
goe223.dat,GOE 223 (MVA H.34) AIRFOIL,coordinates,Yes,Yes,No,No,
goe225.dat,GOE 225 (MVA H.35) AIRFOIL,coordinates,Yes,Yes,No,No,
goe226.dat,GOE 226 (MVA H.36) AIRFOIL,coordinates,Yes,Yes,No,No,
goe227.dat,GOE 227 (MVA H.37) AIRFOIL,coordinates,Yes,Yes,No,No,
goe228.dat,GOE 228 (MVA H.38) AIRFOIL,coordinates,Yes,Yes,No,No,
goe229.dat,GOE 229 (MVA H.39) AIRFOIL,coordinates,Yes,Yes,No,No,
goe233.dat,GOE 233 (MVA CA4) AIRFOIL,coordinates,Yes,Yes,No,No,
goe234.dat,GOE 234 (MVA CA5) AIRFOIL,coordinates,Yes,Yes,No,No,
goe235.dat,GOE 235 (SCHUETTE-LANZ) AIRFOIL,coordinates,Yes,Yes,No,No,
goe238.dat,GOE 238 (HANSA-BRANDENBURG) AIRFOIL,coordinates,Yes,Yes,No,No,
goe239.dat,GOE 239 (MVA H.31) AIRFOIL,coordinates,Yes,Yes,No,No,
goe240.dat,GOE 240 (KOLLER) AIRFOIL,coordinates,Yes,Yes,No,No,
goe241.dat,GOE 241 (MVA PR.1) AIRFOIL,coordinates,Yes,Yes,No,No,
goe242.dat,GOE 242 (MVA PR.2) AIRFOIL,coordinates,Yes,Yes,No,No,
goe243.dat,GOE 243 (MVA PR.3) AIRFOIL,coordinates,Yes,Yes,No,No,
goe244.dat,GOE 244 (MVA PR.4) AIRFOIL,coordinates,Yes,Yes,No,No,
goe255.dat,GOE 255 (MVA CA.6) AIRFOIL,coordinates,Yes,Yes,No,No,
goe256.dat,GOE 256 (JUNKERS E) AIRFOIL,coordinates,Yes,Yes,No,No,
goe257.dat,GOE 257 AIRFOIL,coordinates,Yes,Yes,No,No,
goe264.dat,GOE 264 AIRFOIL,coordinates,Yes,Yes,No,No,
goe265.dat,GOE 265 AIRFOIL,coordinates,Yes,Yes,No,No,
goe269.dat,GOE 269 AIRFOIL,coordinates,Yes,Yes,No,No,
goe274.dat,GOE 274 (DAIMLER V) AIRFOIL,coordinates,Yes,Yes,No,No,
goe275.dat,GOE 275 (DAIMLER VI) AIRFOIL,coordinates,Yes,Yes,No,No,
goe276.dat,GOE 276 (DAIMLER VII) AIRFOIL,coordinates,Yes,Yes,No,No,
goe277.dat,GOE 277 (DAIMLER VIII) AIRFOIL,coordinates,Yes,Yes,No,No,
goe278.dat,GOE 278 (DAIMLER IX) AIRFOIL,coordinates,Yes,Yes,No,No,
goe279.dat,GOE 279 (DAIMLER X) AIRFOIL,coordinates,Yes,Yes,No,No,
goe280.dat,GOE 280 (DAIMLER XI) AIRFOIL,coordinates,Yes,Yes,No,No,
goe281.dat,GOE 281 (DAIMLER XII) AIRFOIL,coordinates,Yes,Yes,No,No,
goe282.dat,GOE 282 (DAIMLER XIII) AIRFOIL,coordinates,Yes,Yes,No,No,
goe284.dat,GOE 284 AIRFOIL,coordinates,Yes,Yes,No,No,
goe285.dat,GOE 285 AIRFOIL,coordinates,Yes,Yes,No,No,
goe286.dat,GOE 286 AIRFOIL,coordinates,Yes,Yes,No,No,
goe287.dat,GOE 287 AIRFOIL,coordinates,Yes,Yes,No,No,
goe288.dat,GOE 288 AIRFOIL,coordinates,Yes,Yes,No,No,
goe289.dat,GOE 289 (MVA 289) AIRFOIL,coordinates,Yes,Yes,No,No,
goe290.dat,GOE 290 (MVA 290) AIRFOIL,coordinates,Yes,Yes,No,No,
goe298.dat,GOE 298 AIRFOIL,coordinates,Yes,Yes,No,No,
goe29b.dat,GOE 29B AIRFOIL,coordinates,Yes,Yes,No,No,
goe300.dat,GOE 300 (FRIEDRICHSHAFEN G20) AIRFOIL,coordinates,Yes,Yes,No,No,
goe301.dat,GOE 301 (FRIEDRICHSHAFEN G 13) AIRFOIL,coordinates,Yes,Yes,No,No,
goe303.dat,GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL,coordinates,Yes,Yes,No,No,
goe304.dat,GOE 304 (FRIEDRICHSHAFEN G02) AIRFOIL,coordinates,Yes,Yes,No,No,
goe308.dat,GOE 308 (MVA H.40) AIRFOIL,coordinates,Yes,Yes,No,No,
goe309.dat,GOE 309 (MVA H.41) AIRFOIL,coordinates,Yes,Yes,No,No,
goe310.dat,GOE 310 (MVA H.42) AIRFOIL,coordinates,Yes,Yes,No,No,
goe311.dat,GOE 311 (MVA H.43) AIRFOIL,coordinates,Yes,Yes,No,No,
goe314.dat,GOE 314 (HANSA-BRANDENBURG) AIRFOIL,coordinates,Yes,Yes,No,No,
goe315.dat,GOE 315 (HANSA-BRANDENBURG III.5) AIRFOIL,coordinates,Yes,Yes,No,No,
goe316.dat,GOE 316 (HANSA-BRANDENBURG IV.5) AIRFOIL,coordinates,Yes,Yes,No,No,
goe318.dat,GOE 318 (HANSA-BRANDENBURG VI.5) AIRFOIL,coordinates,Yes,Yes,No,No,
goe319.dat,GOE 319 (HANSA-BRANDENBURG II) AIRFOIL,coordinates,Yes,Yes,No,No,
goe320.dat,GOE 320 (HANSA-BRANDENBURG II.1) AIRFOIL,coordinates,Yes,Yes,No,No,
goe321.dat,GOE 321 (HANSA-BRANDENBURG III.1) AIRFOIL,coordinates,Yes,Yes,No,No,
goe322.dat,GOE 322 (HANSA-BRANDENBURG IV.1) AIRFOIL,coordinates,Yes,Yes,No,No,
goe323.dat,GOE 323 (HANSA-BRANDENBURG V.1) AIRFOIL,coordinates,Yes,Yes,No,No,
goe324.dat,GOE 324 (HANSA-BRANDENBURG) AIRFOIL,coordinates,Yes,Yes,No,No,
goe325.dat,GOE 325 (PFALZ 54) AIRFOIL,coordinates,Yes,Yes,No,No,
goe326.dat,GOE 326 (PFALZ 55) AIRFOIL,coordinates,Yes,Yes,No,No,
goe328.dat,GOE 328 AIRFOIL,coordinates,Yes,Yes,No,No,
