Filename,Name,Type,Has_X,Has_Y,Has_Alpha,Has_CL,Error
goe329.dat,GOE 329 (PFALZ 58) AIRFOIL,coordinates,Yes,Yes,No,No,
goe330.dat,GOE 330 (PFALZ 59) AIRFOIL,coordinates,Yes,Yes,No,No,
goe331.dat,GOE 331 (PFALZ 60) AIRFOIL,coordinates,Yes,Yes,No,No,
goe332.dat,GOE 332 (PFALZ 61) AIRFOIL,coordinates,Yes,Yes,No,No,
goe335.dat,GOE 335 (D.F.W.) AIRFOIL,coordinates,Yes,Yes,No,No,
goe336.dat,GOE 336 (MVA H.44) AIRFOIL,coordinates,Yes,Yes,No,No,
goe342.dat,GOE 342 AIRFOIL,coordinates,Yes,Yes,No,No,
goe344.dat,GOE 344 (PFALZ 71) AIRFOIL,coordinates,Yes,Yes,No,No,
goe346.dat,GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL,coordinates,Yes,Yes,No,No,
goe358.dat,GOE 358 AIRFOIL,coordinates,Yes,Yes,No,No,
goe359.dat,GOE 359 AIRFOIL,coordinates,Yes,Yes,No,No,
goe360.dat,GOE 360 AIRFOIL,coordinates,Yes,Yes,No,No,
goe361.dat,GOE 361 AIRFOIL,coordinates,Yes,Yes,No,No,
goe362.dat,GOE 362 AIRFOIL,coordinates,Yes,Yes,No,No,
goe363.dat,GOE 363 AIRFOIL,coordinates,Yes,Yes,No,No,
goe364.dat,GOE 364 AIRFOIL,coordinates,Yes,Yes,No,No,
goe365.dat,GOE 365 AIRFOIL,coordinates,Yes,Yes,No,No,
goe366.dat,GOE 366 AIRFOIL,coordinates,Yes,Yes,No,No,
goe367.dat,GOE 367 AIRFOIL,coordinates,Yes,Yes,No,No,
goe368.dat,GOE 368 AIRFOIL,coordinates,Yes,Yes,No,No,
goe369.dat,GOE 369 AIRFOIL,coordinates,Yes,Yes,No,No,
goe370.dat,GOE 370 AIRFOIL,coordinates,Yes,Yes,No,No,
goe371.dat,GOE 371 AIRFOIL,coordinates,Yes,Yes,No,No,
goe372.dat,GOE 372 AIRFOIL,coordinates,Yes,Yes,No,No,
goe373.dat,GOE 373 AIRFOIL,coordinates,Yes,Yes,No,No,
goe374.dat,GOE 374 AIRFOIL,coordinates,Yes,Yes,No,No,
goe375.dat,GOE 375 AIRFOIL,coordinates,Yes,Yes,No,No,
goe376.dat,GOE 376 AIRFOIL,coordinates,Yes,Yes,No,No,
goe377.dat,GOE 377 AIRFOIL,coordinates,Yes,Yes,No,No,
goe379.dat,GOE 379 AIRFOIL,coordinates,Yes,Yes,No,No,
goe380.dat,GOE 380 AIRFOIL,coordinates,Yes,Yes,No,No,
goe381.dat,GOE 381 AIRFOIL,coordinates,Yes,Yes,No,No,
goe382.dat,GOE 382 AIRFOIL,coordinates,Yes,Yes,No,No,
goe383.dat,GOE 383 AIRFOIL,coordinates,Yes,Yes,No,No,
goe384.dat,GOE 384 AIRFOIL,coordinates,Yes,Yes,No,No,
goe385.dat,GOE 385 AIRFOIL,coordinates,Yes,Yes,No,No,
goe386.dat,GOE 386 AIRFOIL,coordinates,Yes,Yes,No,No,
goe387.dat,GOE 387 AIRFOIL,coordinates,Yes,Yes,No,No,
goe388.dat,GOE 388 AIRFOIL,coordinates,Yes,Yes,No,No,
goe389.dat,GOE 389 AIRFOIL,coordinates,Yes,Yes,No,No,
goe390.dat,GOE 390 AIRFOIL,coordinates,Yes,Yes,No,No,
goe391.dat,GOE 391 AIRFOIL,coordinates,Yes,Yes,No,No,
goe392.dat,GOE 392 AIRFOIL,coordinates,Yes,Yes,No,No,
goe393.dat,GOE 393 AIRFOIL,coordinates,Yes,Yes,No,No,
goe394.dat,GOE 394 AIRFOIL,coordinates,Yes,Yes,No,No,
goe395.dat,GOE 395 AIRFOIL,coordinates,Yes,Yes,No,No,
goe396.dat,GOE 396 AIRFOIL,coordinates,Yes,Yes,No,No,
goe397.dat,GOE 397 AIRFOIL,coordinates,Yes,Yes,No,No,
goe398.dat,GOE 398 AIRFOIL,coordinates,Yes,Yes,No,No,
goe399.dat,GOE 399 AIRFOIL,coordinates,Yes,Yes,No,No,
goe400.dat,GOE 400 AIRFOIL,coordinates,Yes,Yes,No,No,
goe401.dat,GOE 401 AIRFOIL,coordinates,Yes,Yes,No,No,
goe402.dat,GOE 402 AIRFOIL,coordinates,Yes,Yes,No,No,
goe403.dat,GOE 403 AIRFOIL,coordinates,Yes,Yes,No,No,
goe404.dat,GOE 404 AIRFOIL,coordinates,Yes,Yes,No,No,
goe405.dat,GOE 405 AIRFOIL,coordinates,Yes,Yes,No,No,
goe406.dat,GOE 406 AIRFOIL,coordinates,Yes,Yes,No,No,
goe407.dat,GOE 407 AIRFOIL,coordinates,Yes,Yes,No,No,
goe408.dat,GOE 408 AIRFOIL,coordinates,Yes,Yes,No,No,
goe409.dat,GOE 409 AIRFOIL,coordinates,Yes,Yes,No,No,
goe410.dat,GOE 410 AIRFOIL,coordinates,Yes,Yes,No,No,
goe411.dat,GOE 411 AIRFOIL,coordinates,Yes,Yes,No,No,
goe412.dat,GOE 412 AIRFOIL,coordinates,Yes,Yes,No,No,
goe413.dat,GOE 413 AIRFOIL,coordinates,Yes,Yes,No,No,
goe414.dat,GOE 414 AIRFOIL,coordinates,Yes,Yes,No,No,
goe415.dat,GOE 415 AIRFOIL,coordinates,Yes,Yes,No,No,
goe416a.dat,GOE 416A AIRFOIL,coordinates,Yes,Yes,No,No,
goe417.dat,GOE 417 AIRFOIL,coordinates,Yes,Yes,No,No,
goe417a.dat,GOE 417A (GEW. PLATTE) AIRFOIL,coordinates,Yes,Yes,No,No,
goe418.dat,GOE 418 AIRFOIL,coordinates,Yes,Yes,No,No,
goe419.dat,GOE 419 AIRFOIL,coordinates,Yes,Yes,No,No,
goe420.dat,GOE 420 AIRFOIL,coordinates,Yes,Yes,No,No,
goe421.dat,GOE 421 AIRFOIL,coordinates,Yes,Yes,No,No,
goe422.dat,GOE 422 AIRFOIL,coordinates,Yes,Yes,No,No,
goe423.dat,GOE 423 AIRFOIL,coordinates,Yes,Yes,No,No,
goe424.dat,GOE 424 AIRFOIL,coordinates,Yes,Yes,No,No,
goe425.dat,GOE 425 AIRFOIL,coordinates,Yes,Yes,No,No,
goe426.dat,GOE 426 AIRFOIL,coordinates,Yes,Yes,No,No,
goe427.dat,GOE 427 AIRFOIL,coordinates,Yes,Yes,No,No,
goe428.dat,GOE 428 AIRFOIL,coordinates,Yes,Yes,No,No,
goe429.dat,GOE 429 AIRFOIL,coordinates,Yes,Yes,No,No,
goe430.dat,GOE 430 AIRFOIL,coordinates,Yes,Yes,No,No,
goe431.dat,GOE 431 AIRFOIL,coordinates,Yes,Yes,No,No,
goe432.dat,GOE 432 AIRFOIL,coordinates,Yes,Yes,No,No,
goe433.dat,GOE 433 AIRFOIL,coordinates,Yes,Yes,No,No,
goe434.dat,GOE 434 AIRFOIL,coordinates,Yes,Yes,No,No,
goe435.dat,GOE 435 AIRFOIL,coordinates,Yes,Yes,No,No,
goe436.dat,GOE 436 AIRFOIL,coordinates,Yes,Yes,No,No,
goe437.dat,GOE 437 AIRFOIL,coordinates,Yes,Yes,No,No,
goe438.dat,GOE 438 AIRFOIL,coordinates,Yes,Yes,No,No,
goe439.dat,GOE 439 AIRFOIL,coordinates,Yes,Yes,No,No,
goe440.dat,GOE 440 AIRFOIL,coordinates,Yes,Yes,No,No,
goe441.dat,GOE 441 AIRFOIL,coordinates,Yes,Yes,No,No,
goe442.dat,GOE 442 AIRFOIL,coordinates,Yes,Yes,No,No,
goe443.dat,GOE 443 AIRFOIL,coordinates,Yes,Yes,No,No,
goe444.dat,GOE 444 AIRFOIL,coordinates,Yes,Yes,No,No,
goe445.dat,GOE 445 AIRFOIL,coordinates,Yes,Yes,No,No,
goe446.dat,GOE 446 AIRFOIL,coordinates,Yes,Yes,No,No,
goe447.dat,GOE 447 AIRFOIL,coordinates,Yes,Yes,No,No,
goe448.dat,GOE 448 AIRFOIL,coordinates,Yes,Yes,No,No,
goe449.dat,GOE 449 AIRFOIL,coordinates,Yes,Yes,No,No,
goe450.dat,GOE 450 AIRFOIL,coordinates,Yes,Yes,No,No,
goe451.dat,GOE 451 AIRFOIL,coordinates,Yes,Yes,No,No,
goe456.dat,GOE 456 AIRFOIL,coordinates,Yes,Yes,No,No,
goe457.dat,GOE 457 AIRFOIL,coordinates,Yes,Yes,No,No,
goe458.dat,GOE 458 AIRFOIL,coordinates,Yes,Yes,No,No,
goe459.dat,GOE 459 AIRFOIL,coordinates,Yes,Yes,No,No,
goe460.dat,GOE 460 AIRFOIL,coordinates,Yes,Yes,No,No,
goe462.dat,GOE 462 AIRFOIL,coordinates,Yes,Yes,No,No,
goe464.dat,GOE 464 AIRFOIL,coordinates,Yes,Yes,No,No,
goe474.dat,GOE 474 AIRFOIL,coordinates,Yes,Yes,No,No,
goe476.dat,GOE 476 AIRFOIL,coordinates,Yes,Yes,No,No,
goe477.dat,GOE 477 AIRFOIL,coordinates,Yes,Yes,No,No,
goe478.dat,GOE 478 AIRFOIL,coordinates,Yes,Yes,No,No,
goe479.dat,GOE 479 AIRFOIL,coordinates,Yes,Yes,No,No,
goe480.dat,GOE 480 AIRFOIL,coordinates,Yes,Yes,No,No,
goe481.dat,GOE 481 AIRFOIL,coordinates,Yes,Yes,No,No,
goe481a.dat,GOE 481A AIRFOIL,coordinates,Yes,Yes,No,No,
goe482.dat,GOE 482 AIRFOIL,coordinates,Yes,Yes,No,No,
goe483.dat,GOE 483 AIRFOIL,coordinates,Yes,Yes,No,No,
goe484.dat,GOE 484 AIRFOIL,coordinates,Yes,Yes,No,No,
goe488.dat,GOE 488 AIRFOIL,coordinates,Yes,Yes,No,No,
goe490.dat,GOE 490 AIRFOIL,coordinates,Yes,Yes,No,No,
goe491.dat,GOE 491 AIRFOIL,coordinates,Yes,Yes,No,No,
goe492.dat,GOE 492 AIRFOIL,coordinates,Yes,Yes,No,No,
goe493.dat,GOE 493 AIRFOIL,coordinates,Yes,Yes,No,No,
goe494.dat,GOE 494 AIRFOIL,coordinates,Yes,Yes,No,No,
goe495.dat,GOE 495 AIRFOIL,coordinates,Yes,Yes,No,No,
goe496.dat,GOE 496 AIRFOIL,coordinates,Yes,Yes,No,No,
goe497.dat,GOE 497 AIRFOIL,coordinates,Yes,Yes,No,No,
goe498.dat,GOE 498 AIRFOIL,coordinates,Yes,Yes,No,No,
goe499.dat,GOE 499 AIRFOIL,coordinates,Yes,Yes,No,No,
goe500.dat,GOE 500 AIRFOIL,coordinates,Yes,Yes,No,No,
goe501.dat,GOE 501 AIRFOIL,coordinates,Yes,Yes,No,No,
goe502.dat,GOE 502 AIRFOIL,coordinates,Yes,Yes,No,No,
goe503.dat,GOE 503 AIRFOIL,coordinates,Yes,Yes,No,No,
goe504.dat,GOE 504 AIRFOIL,coordinates,Yes,Yes,No,No,
goe505.dat,GOE 505 AIRFOIL,coordinates,Yes,Yes,No,No,
goe506.dat,GOE 506 AIRFOIL,coordinates,Yes,Yes,No,No,
goe507.dat,GOE 507 AIRFOIL,coordinates,Yes,Yes,No,No,
goe508.dat,GOE 508 AIRFOIL,coordinates,Yes,Yes,No,No,
goe509.dat,GOE 509 AIRFOIL,coordinates,Yes,Yes,No,No,
goe510.dat,GOE 510 AIRFOIL,coordinates,Yes,Yes,No,No,
goe511.dat,GOE 511 AIRFOIL,coordinates,Yes,Yes,No,No,
goe512.dat,GOE 512 AIRFOIL,coordinates,Yes,Yes,No,No,
goe513.dat,GOE 513 AIRFOIL,coordinates,Yes,Yes,No,No,
goe514.dat,GOE 514 AIRFOIL,coordinates,Yes,Yes,No,No,
goe515.dat,GOE 515 AIRFOIL,coordinates,Yes,Yes,No,No,
goe517.dat,GOE 517 AIRFOIL,coordinates,Yes,Yes,No,No,
goe518.dat,GOE 518 AIRFOIL,coordinates,Yes,Yes,No,No,
goe522.dat,GOE 522 AIRFOIL,coordinates,Yes,Yes,No,No,
goe523.dat,GOE 523 AIRFOIL,coordinates,Yes,Yes,No,No,
goe525.dat,GOE 525 AIRFOIL,coordinates,Yes,Yes,No,No,
goe526.dat,GOE 526 AIRFOIL,coordinates,Yes,Yes,No,No,
goe527.dat,GOE 527 AIRFOIL,coordinates,Yes,Yes,No,No,
goe528.dat,GOE 528 AIRFOIL,coordinates,Yes,Yes,No,No,
goe529.dat,GOE 529 AIRFOIL,coordinates,Yes,Yes,No,No,
goe530.dat,GOE 530 AIRFOIL,coordinates,Yes,Yes,No,No,
goe531.dat,GOE 531 AIRFOIL,coordinates,Yes,Yes,No,No,
goe532.dat,GOE 532 AIRFOIL,coordinates,Yes,Yes,No,No,
goe533.dat,GOE 533 AIRFOIL,coordinates,Yes,Yes,No,No,
goe534.dat,GOE 534 AIRFOIL,coordinates,Yes,Yes,No,No,
goe535.dat,GOE 535 AIRFOIL,coordinates,Yes,Yes,No,No,
goe54.dat,GOE 54 AIRFOIL,coordinates,Yes,Yes,No,No,
goe546.dat,GOE 546 AIRFOIL,coordinates,Yes,Yes,No,No,
goe547.dat,GOE 547 AIRFOIL,coordinates,Yes,Yes,No,No,
goe548.dat,GOE 548 AIRFOIL,coordinates,Yes,Yes,No,No,
goe549.dat,GOE 549 AIRFOIL,coordinates,Yes,Yes,No,No,
goe55.dat,GOE 55 AIRFOIL,coordinates,Yes,Yes,No,No,
goe550.dat,GOE 550 AIRFOIL,coordinates,Yes,Yes,No,No,
goe553.dat,GOE 553 AIRFOIL,coordinates,Yes,Yes,No,No,
goe559.dat,GOE 559 AIRFOIL,coordinates,Yes,Yes,No,No,
goe561.dat,GOE 561 AIRFOIL,coordinates,Yes,Yes,No,No,
goe562.dat,GOE 562 AIRFOIL,coordinates,Yes,Yes,No,No,
goe563.dat,GOE 563 AIRFOIL,coordinates,Yes,Yes,No,No,
goe564.dat,GOE 564 AIRFOIL,coordinates,Yes,Yes,No,No,
goe565.dat,GOE 565 AIRFOIL,coordinates,Yes,Yes,No,No,
goe566.dat,GOE 566 AIRFOIL,coordinates,Yes,Yes,No,No,
goe567.dat,GOE 567 AIRFOIL,coordinates,Yes,Yes,No,No,
goe57.dat,GOE 57 AIRFOIL,coordinates,Yes,Yes,No,No,
goe570.dat,GOE 570 AIRFOIL,coordinates,Yes,Yes,No,No,
goe571.dat,GOE 571 AIRFOIL,coordinates,Yes,Yes,No,No,
goe572.dat,GOE 572 AIRFOIL,coordinates,Yes,Yes,No,No,
goe573.dat,GOE 573 AIRFOIL,coordinates,Yes,Yes,No,No,
goe574.dat,GOE 574 AIRFOIL,coordinates,Yes,Yes,No,No,
goe575.dat,GOE 575 AIRFOIL,coordinates,Yes,Yes,No,No,
goe584.dat,GOE 584 AIRFOIL,coordinates,Yes,Yes,No,No,
goe585.dat,GOE 585 AIRFOIL,coordinates,Yes,Yes,No,No,
goe587.dat,GOE 587 AIRFOIL,coordinates,Yes,Yes,No,No,
goe590.dat,GOE 590 AIRFOIL,coordinates,Yes,Yes,No,No,
goe591.dat,GOE 591 AIRFOIL,coordinates,Yes,Yes,No,No,
goe592.dat,GOE 592 AIRFOIL,coordinates,Yes,Yes,No,No,
goe593.dat,GOE 593 AIRFOIL,coordinates,Yes,Yes,No,No,
goe595.dat,GOE 595 AIRFOIL,coordinates,Yes,Yes,No,No,
goe596.dat,GOE 596 AIRFOIL,coordinates,Yes,Yes,No,No,
goe598.dat,GOE 598 AIRFOIL,coordinates,Yes,Yes,No,No,
goe599.dat,GOE 599 AIRFOIL,coordinates,Yes,Yes,No,No,
goe600.dat,GOE 600 AIRFOIL,coordinates,Yes,Yes,No,No,
goe601.dat,GOE 601 AIRFOIL,coordinates,Yes,Yes,No,No,
goe602.dat,GOE 602 AIRFOIL,coordinates,Yes,Yes,No,No,
goe602m.dat,GOE 602 MOD. AIRFOIL,coordinates,Yes,Yes,No,No,
goe604.dat,GOE 604 AIRFOIL,coordinates,Yes,Yes,No,No,
goe610b.dat,GOE 610 B AIRFOIL,coordinates,Yes,Yes,No,No,
goe610bm.dat,GOE 610-B MOD. AIRFOIL,coordinates,Yes,Yes,No,No,
goe611.dat,GOE 611 AIRFOIL,coordinates,Yes,Yes,No,No,
goe612.dat,GOE 612 AIRFOIL,coordinates,Yes,Yes,No,No,
goe613.dat,GOE 613 AIRFOIL,coordinates,Yes,Yes,No,No,
goe614.dat,GOE 614 AIRFOIL,coordinates,Yes,Yes,No,No,
goe615.dat,GOE 615 AIRFOIL,coordinates,Yes,Yes,No,No,
goe617.dat,GOE 617 AIRFOIL,coordinates,Yes,Yes,No,No,
goe619.dat,GOE 619 AIRFOIL,coordinates,Yes,Yes,No,No,
goe620.dat,GOE 620 AIRFOIL,coordinates,Yes,Yes,No,No,
goe621.dat,GOE 621 AIRFOIL,coordinates,Yes,Yes,No,No,
goe622.dat,GOE 622 AIRFOIL,coordinates,Yes,Yes,No,No,
goe623.dat,GOE 623 AIRFOIL,coordinates,Yes,Yes,No,No,
goe624.dat,GOE 624 AIRFOIL,coordinates,Yes,Yes,No,No,
goe625.dat,GOE 625 AIRFOIL,coordinates,Yes,Yes,No,No,
goe626.dat,GOE 626 AIRFOIL,coordinates,Yes,Yes,No,No,
goe627.dat,GOE 627 AIRFOIL,coordinates,Yes,Yes,No,No,
goe628.dat,GOE 628 AIRFOIL,coordinates,Yes,Yes,No,No,
goe629.dat,GOE 629 AIRFOIL,coordinates,Yes,Yes,No,No,
goe63.dat,GOE 63 AIRFOIL,coordinates,Yes,Yes,No,No,
goe630.dat,GOE 630 AIRFOIL,coordinates,Yes,Yes,No,No,
goe632.dat,GOE 632 AIRFOIL,coordinates,Yes,Yes,No,No,
goe633.dat,GOE 633 AIRFOIL,coordinates,Yes,Yes,No,No,
goe645.dat,GOE 645 AIRFOIL,coordinates,Yes,Yes,No,No,
goe646.dat,GOE 646 AIRFOIL,coordinates,Yes,Yes,No,No,
goe647.dat,GOE 647 AIRFOIL,coordinates,Yes,Yes,No,No,
goe648.dat,GOE 648 AIRFOIL,coordinates,Yes,Yes,No,No,
goe650.dat,GOE 650 AIRFOIL,coordinates,Yes,Yes,No,No,
goe652.dat,GOE 652 AIRFOIL,coordinates,Yes,Yes,No,No,
goe654.dat,GOE 654 AIRFOIL,coordinates,Yes,Yes,No,No,
goe655.dat,GOE 655 AIRFOIL,coordinates,Yes,Yes,No,No,
goe670.dat,GOE 670 AIRFOIL,coordinates,Yes,Yes,No,No,
goe673.dat,GOE 673 AIRFOIL,coordinates,Yes,Yes,No,No,
goe675.dat,GOE 675 AIRFOIL,coordinates,Yes,Yes,No,No,
goe676.dat,GOE 676 (= M 12) AIRFOIL,coordinates,Yes,Yes,No,No,
goe677.dat,GOE 677 (= M 6) AIRFOIL,coordinates,Yes,Yes,No,No,
goe679.dat,GOE 679 AIRFOIL,coordinates,Yes,Yes,No,No,
goe681.dat,GOE 681 AIRFOIL,coordinates,Yes,Yes,No,No,
goe682.dat,GOE 682 AIRFOIL,coordinates,Yes,Yes,No,No,
goe683.dat,GOE 683 AIRFOIL,coordinates,Yes,Yes,No,No,
goe685.dat,GOE 685 AIRFOIL,coordinates,Yes,Yes,No,No,
goe692.dat,GOE 692 AIRFOIL,coordinates,Yes,Yes,No,No,
goe693.dat,GOE 693 AIRFOIL,coordinates,Yes,Yes,No,No,
goe701.dat,GOE 701 AIRFOIL,coordinates,Yes,Yes,No,No,
goe702.dat,GOE 702 AIRFOIL,coordinates,Yes,Yes,No,No,
goe703.dat,GOE 703 AIRFOIL,coordinates,Yes,Yes,No,No,
goe704.dat,GOE 704 AIRFOIL,coordinates,Yes,Yes,No,No,
goe711.dat,GOE 711 AIRFOIL,coordinates,Yes,Yes,No,No,
goe723.dat,GOE 723 AIRFOIL,coordinates,Yes,Yes,No,No,
goe735.dat,GOE 735 AIRFOIL,coordinates,Yes,Yes,No,No,
goe738.dat,GOE 738 AIRFOIL,coordinates,Yes,Yes,No,No,
goe741.dat,GOE 741 AIRFOIL,coordinates,Yes,Yes,No,No,
goe744.dat,GOE 744 AIRFOIL,coordinates,Yes,Yes,No,No,
goe746.dat,GOE 746 AIRFOIL,coordinates,Yes,Yes,No,No,
goe758.dat,GOE 758 AIRFOIL,coordinates,Yes,Yes,No,No,
goe765.dat,Gottingen 765 airfoil (recovered). Thick: .144 LE radius: 0.02062 LE slope: 0.17300,coordinates,Yes,Yes,No,No,
goe766.dat,GOE 766 AIRFOIL,coordinates,Yes,Yes,No,No,
goe767.dat,GOE 767 AIRFOIL,coordinates,Yes,Yes,No,No,
goe769.dat,GOE 769 AIRFOIL,coordinates,Yes,Yes,No,No,
goe770.dat,GOE 770 AIRFOIL,coordinates,Yes,Yes,No,No,
goe775.dat,GOE 775 AIRFOIL,coordinates,Yes,Yes,No,No,
goe776.dat,GOE 776 AIRFOIL,coordinates,Yes,Yes,No,No,
goe777.dat,GOE 777 AIRFOIL,coordinates,Yes,Yes,No,No,
goe780.dat,GOE 780 AIRFOIL,coordinates,Yes,Yes,No,No,
goe79.dat,GOE 79 (PFALZ 11) AIRFOIL,coordinates,Yes,Yes,No,No,
goe795.dat,GOE 795 AIRFOIL,coordinates,Yes,Yes,No,No,
goe795sm.dat,GOE 795 smoothed,coordinates,Yes,Yes,No,No,
goe796.dat,GOE 796 AIRFOIL,coordinates,Yes,Yes,No,No,
goe797.dat,GOE 797 AIRFOIL,coordinates,Yes,Yes,No,No,
goe798.dat,GOE 798 AIRFOIL,coordinates,Yes,Yes,No,No,
goe801.dat,GOE 801 (MVA 301) AIRFOIL,coordinates,Yes,Yes,No,No,
goe802.dat,GOE 802 AIRFOIL,coordinates,Yes,Yes,No,No,
goe802a.dat,GOE 802 A AIRFOIL,coordinates,Yes,Yes,No,No,
goe802b.dat,GOE 802 B AIRFOIL,coordinates,Yes,Yes,No,No,
goe803h.dat,GOE 803 (HACKLINGER) AIRFOIL,coordinates,Yes,Yes,No,No,
goe804.dat,GOE 804 (EA 8) AIRFOIL,coordinates,Yes,Yes,No,No,
goe81.dat,GOE 81 AIRFOIL,coordinates,Yes,Yes,No,No,
goe92.dat,GOE 92 AIRFOIL,coordinates,Yes,Yes,No,No,
griffith30SymSuction.dat,Griffith 30% Suction Airfoil,coordinates,Yes,Yes,No,No,
gs1.dat,SIKORSKY GS-1 AIRFOIL,coordinates,Yes,Yes,No,No,
gu255118.dat,UNIVERSITY OF GLASGOW GU25-5(11)8 AIRFOIL,coordinates,Yes,Yes,No,No,
hh02.dat,HUGHES HELICOPTERS HH-02 AIRFOIL,coordinates,Yes,Yes,No,No,
hobie.dat,HOBIE,coordinates,Yes,Yes,No,No,
hobiesm.dat,HOBIESMO1.DAT,coordinates,Yes,Yes,No,No,
hor04.dat,ONERA HOR04 AIRFOIL,coordinates,Yes,Yes,No,No,
hor07.dat,ONERA HOR07 AIRFOIL,coordinates,Yes,Yes,No,No,
hor12.dat,ONERA HOR12 AIRFOIL,coordinates,Yes,Yes,No,No,
hor20.dat,ONERA HOR20 AIRFOIL,coordinates,Yes,Yes,No,No,
hq010.dat,HQ 0/10 AIRFOIL,coordinates,Yes,Yes,No,No,
hq07.dat,HQ 0/7 AIRFOIL,coordinates,Yes,Yes,No,No,
hq09.dat,HQ 0/9 AIRFOIL,coordinates,Yes,Yes,No,No,
hq1010.dat,HQ 1.0/10 AIRFOIL,coordinates,Yes,Yes,No,No,
hq1012.dat,HQ 1.0/12 AIRFOIL,coordinates,Yes,Yes,No,No,
hq108.dat,HQ 1.0/8 AIRFOIL,coordinates,Yes,Yes,No,No,
hq109.dat,HQ 1.0/9 AIRFOIL,coordinates,Yes,Yes,No,No,
hq1510.dat,HQ 1.5/10 AIRFOIL,coordinates,Yes,Yes,No,No,
hq1511.dat,HQ 1.5/11 AIRFOIL,coordinates,Yes,Yes,No,No,
hq1512.dat,HQ 1.5/12 AIRFOIL,coordinates,Yes,Yes,No,No,
hq158.dat,HQ 1.5/8 AIRFOIL,coordinates,Yes,Yes,No,No,
hq1585.dat,HQ 1.5/8.5 AIRFOIL,coordinates,Yes,Yes,No,No,
hq159.dat,HQ 1.5/9 AIRFOIL,coordinates,Yes,Yes,No,No,
hq159b.dat,HQ 1.5/9 B AIRFOIL,coordinates,Yes,Yes,No,No,
hq17.dat,HORSTMANN AND QUAST HQ-17/14.38 AIRFOIL (MEASURED),coordinates,Yes,Yes,No,No,
hq2010.dat,HQ 2.0/10 AIRFOIL,coordinates,Yes,Yes,No,No,
hq2012.dat,HQ 2.0/12 AIRFOIL,coordinates,Yes,Yes,No,No,
hq208.dat,HQ 2.0/8 AIRFOIL,coordinates,Yes,Yes,No,No,
hq209.dat,HQ 2.0/9 AIRFOIL,coordinates,Yes,Yes,No,No,
hq2090sm.dat,HQ-2.0/9  9.0%   smoothed,coordinates,Yes,Yes,No,No,
hq2195.dat,HQ 2.1/9.5 AIRFOIL,coordinates,Yes,Yes,No,No,
hq2510.dat,HQ 2.5/10 AIRFOIL,coordinates,Yes,Yes,No,No,
hq2511.dat,HQ 2.5/11 AIRFOIL,coordinates,Yes,Yes,No,No,
hq2512.dat,HQ 2.5/12 AIRFOIL,coordinates,Yes,Yes,No,No,
hq258.dat,HQ 2.5/8 AIRFOIL,coordinates,Yes,Yes,No,No,
hq259.dat,HQ 2.5/9 AIRFOIL,coordinates,Yes,Yes,No,No,
hq2590sm.dat,HQ 2.5/9.0 smoothed by Eppler,coordinates,Yes,Yes,No,No,
hq259b.dat,HQ 2.5/9 B AIRFOIL,coordinates,Yes,Yes,No,No,
hq300gd2.dat,HORSTMANN AND QUAST HQ-300 GD(MOD 2) AIRFOIL,coordinates,Yes,Yes,No,No,
hq3010.dat,HQ 3.0/10 AIRFOIL,coordinates,Yes,Yes,No,No,
hq3011.dat,HQ 3.0/11 AIRFOIL,coordinates,Yes,Yes,No,No,
hq3012.dat,HQ 3.0/12 AIRFOIL,coordinates,Yes,Yes,No,No,
hq3013.dat,HQ 3.0/13 AIRFOIL,coordinates,Yes,Yes,No,No,
hq3014.dat,HQ 3.0/14 AIRFOIL,coordinates,Yes,Yes,No,No,
hq3015.dat,HQ 3.0/15 AIRFOIL,coordinates,Yes,Yes,No,No,
hq308.dat,HQ 3.0/8 AIRFOIL,coordinates,Yes,Yes,No,No,
hq309.dat,HQ 3.0/9 AIRFOIL,coordinates,Yes,Yes,No,No,
hq3510.dat,HQ 3.5/10 AIRFOIL,coordinates,Yes,Yes,No,No,
hq3512.dat,HQ 3.5/12 AIRFOIL,coordinates,Yes,Yes,No,No,
hq3513.dat,HQ 3.5/13 AIRFOIL,coordinates,Yes,Yes,No,No,
hq3514.dat,HQ 3.5/14 AIRFOIL,coordinates,Yes,Yes,No,No,
hq3518.dat,HQ 3.5/18 AIRFOIL,coordinates,Yes,Yes,No,No,
hq358.dat,HQ 3.5/8 AIRFOIL,coordinates,Yes,Yes,No,No,
hq359.dat,HQ 3.5/9 AIRFOIL,coordinates,Yes,Yes,No,No,
hs1404.dat,HAM-STD HS1-404 AIRFOIL,coordinates,Yes,Yes,No,No,
hs1430.dat,HAM-STD HS1-430 AIRFOIL,coordinates,Yes,Yes,No,No,
hs1606.dat,HAM-STD HS1-606 AIRFOIL,coordinates,Yes,Yes,No,No,
hs1620.dat,HAM-STD HS1-620 AIRFOIL,coordinates,Yes,Yes,No,No,
hs1708.dat,HAM-STD HS1-708 AIRFOIL,coordinates,Yes,Yes,No,No,
hs1712.dat,HAM-STD HS1-712 AIRFOIL,coordinates,Yes,Yes,No,No,
hsnlf213.dat,HSNLF(1)-0213 AIRFOIL,coordinates,Yes,Yes,No,No,
ht05.dat,HT05,coordinates,Yes,Yes,No,No,
ht08.dat,HT08,coordinates,Yes,Yes,No,No,
ht12.dat,HT12,coordinates,Yes,Yes,No,No,
